Rc Rg Za current
7.8 2.48 8.0 1193.7477
7.8 2.48 8.5 966.1
7.8 2.48 9.0 805.8781
7.8 2.48 9.5 678.4448
7.8 2.48 10.0 583.4911
7.8 2.48 10.5 509.4118
7.8 2.48 11.0 449.1954
7.8 2.58 7.0 2045.7608
7.8 2.58 7.5 1564.8029
7.8 2.58 8.0 1240.4836
7.8 2.58 8.5 1007.9839
7.8 2.58 9.0 838.2658
7.8 2.58 9.5 707.1598
7.8 2.58 10.0 608.484
7.8 2.58 10.5 530.652
7.8 2.58 11.0 468.3941
7.8 2.68 7.0 2113.7623
7.8 2.68 7.5 1622.255
7.8 2.68 8.0 1285.9061
7.8 2.68 8.5 1047.8378
7.8 2.68 9.0 871.6456
7.8 2.68 9.5 735.9538
7.8 2.68 10.0 633.3253
7.8 2.68 10.5 552.5146
7.8 2.68 11.0 487.2777
7.8 2.78 7.0 2181.4226
7.8 2.78 7.5 1678.6486
7.8 2.78 8.0 1333.6795
7.8 2.78 8.5 1087.3807
7.8 2.78 9.0 906.0705
7.8 2.78 9.5 763.9539
7.8 2.78 10.0 657.5286
7.8 2.78 10.5 575.5489
7.8 2.78 11.0 506.4937
7.8 2.88 7.0 2252.526
7.8 2.88 7.5 1734.9424
7.8 2.88 8.0 1381.2381
7.8 2.88 8.5 1126.2911
7.8 2.88 9.0 939.2777
7.8 2.88 9.5 791.0024
7.8 2.88 10.0 682.0201
7.8 2.88 10.5 594.8537
7.8 2.88 11.0 525.16
7.8 2.98 7.0 2325.4436
7.8 2.98 7.5 1793.4072
7.8 2.98 8.0 1428.3924
7.8 2.98 8.5 1166.8896
7.8 2.98 9.0 967.1572
7.8 2.98 9.5 822.228
7.8 2.98 10.0 708.9611
7.8 2.98 10.5 619.5881
7.8 2.98 11.0 546.1102
7.8 3.08 7.0 2397.3902
7.8 3.08 7.5 1851.0709
7.8 3.08 8.0 1476.7356
7.8 3.08 8.5 1206.7357
7.8 3.08 9.0 1007.6611
7.8 3.08 9.5 851.4954
7.8 3.08 10.0 734.6702
7.8 3.08 10.5 641.6979
7.8 3.08 11.0 565.8007
7.8 3.18 7.0 2469.705
7.8 3.18 7.5 1911.1281
7.8 3.18 8.0 1525.9759
7.8 3.18 8.5 1249.0823
7.8 3.18 9.0 1038.4589
7.8 3.18 9.5 882.4644
7.8 3.18 10.0 761.6882
7.8 3.18 10.5 664.8327
7.8 3.18 11.0 586.6076
7.8 3.28 7.0 2544.8412
7.8 3.28 7.5 1970.2374
7.8 3.28 8.0 1575.6353
7.8 3.28 8.5 1289.956
7.8 3.28 9.0 1078.893
7.8 3.28 9.5 911.6921
7.8 3.28 10.0 786.6995
7.8 3.28 10.5 687.7715
7.8 3.28 11.0 606.751
7.8 3.38 7.0 2619.9047
7.8 3.38 7.5 2030.3392
7.8 3.38 8.0 1625.7812
7.8 3.38 8.5 1325.0775
7.8 3.38 9.0 1110.2474
7.8 3.38 9.5 944.6354
7.8 3.38 10.0 815.1448
7.8 3.38 10.5 712.3409
7.8 3.38 11.0 628.6623
7.8 3.48 7.0 2694.6842
7.8 3.48 7.5 2091.0474
7.8 3.48 8.0 1674.6984
7.8 3.48 8.5 1375.23
7.8 3.48 9.0 1144.3657
7.8 3.48 9.5 974.5635
7.8 3.48 10.0 841.2503
7.8 3.48 10.5 735.5398
7.8 3.48 11.0 649.4951
7.8 3.58 7.0 2770.4824
7.8 3.58 7.5 2153.2258
7.8 3.58 8.0 1713.6055
7.8 3.58 8.5 1405.8048
7.8 3.58 9.0 1180.1399
7.8 3.58 9.5 1005.1518
7.8 3.58 10.0 867.813
7.8 3.58 10.5 758.2132
7.8 3.58 11.0 670.3188
7.8 3.68 7.0 2847.9906
7.8 3.68 7.5 2215.7898
7.8 3.68 8.0 1777.5227
7.8 3.68 8.5 1450.1691
7.8 3.68 9.0 1216.1492
7.8 3.68 9.5 1036.6175
7.8 3.68 10.0 895.7381
7.8 3.68 10.5 783.2216
7.8 3.68 11.0 691.8743
7.8 3.78 7.0 2925.2666
7.8 3.78 7.5 2278.3503
7.8 3.78 8.0 1829.779
7.8 3.78 8.5 1497.3623
7.8 3.78 9.0 1256.6181
7.8 3.78 9.5 1071.3269
7.8 3.78 10.0 925.4715
7.8 3.78 10.5 808.6542
7.8 3.78 11.0 714.1896
7.8 3.88 7.0 3005.1487
7.8 3.88 7.5 2343.2456
7.8 3.88 8.0 1883.3318
7.8 3.88 8.5 1539.9938
7.8 3.88 9.0 1292.7308
7.8 3.88 9.5 1101.6254
7.8 3.88 10.0 952.2461
7.8 3.88 10.5 832.8305
7.8 3.88 11.0 735.2964
7.8 3.98 7.0 3083.7509
7.8 3.98 7.5 2406.7073
7.8 3.98 8.0 1935.7534
7.8 3.98 8.5 1583.7613
7.8 3.98 9.0 1330.0665
7.8 3.98 9.5 1134.6402
7.8 3.98 10.0 981.0533
7.8 3.98 10.5 857.8733
7.8 3.98 11.0 758.0912
8.0 1.98 7.0 1641.6439
8.0 1.98 7.5 1240.3187
8.0 1.98 8.0 971.8316
8.0 1.98 8.5 783.8745
8.0 1.98 9.0 643.8418
8.0 1.98 9.5 543.7892
8.0 1.98 10.0 466.9237
8.0 1.98 10.5 406.5377
8.0 1.98 11.0 358.8567
8.0 2.08 7.0 1704.9564
8.0 2.08 7.5 1293.1649
8.0 2.08 8.0 1014.4989
8.0 2.08 8.5 819.4645
8.0 2.08 9.0 674.6692
8.0 2.08 9.5 570.3594
8.0 2.08 10.0 490.3822
8.0 2.08 10.5 426.7123
8.0 2.08 11.0 376.3899
8.0 2.18 7.0 1769.3908
8.0 2.18 7.5 1345.2792
8.0 2.18 8.0 1057.7865
8.0 2.18 8.5 856.8536
8.0 2.18 9.0 705.3424
8.0 2.18 9.5 597.6087
8.0 2.18 10.0 513.2931
8.0 2.18 10.5 446.607
8.0 2.18 11.0 394.103
8.0 2.28 7.0 1834.3882
8.0 2.28 7.5 1397.2749
8.0 2.28 8.0 1101.979
8.0 2.28 8.5 892.8382
8.0 2.28 9.0 737.7444
8.0 2.28 9.5 622.6938
8.0 2.28 10.0 535.2904
8.0 2.28 10.5 467.1153
8.0 2.28 11.0 411.6315
8.0 2.38 7.0 1902.0384
8.0 2.38 7.5 1452.6
8.0 2.38 8.0 1146.8142
8.0 2.38 8.5 930.4049
8.0 2.38 9.0 772.9321
8.0 2.38 9.5 650.6893
8.0 2.38 10.0 559.3605
8.0 2.38 10.5 487.7889
8.0 2.38 11.0 430.2207
8.0 2.48 7.0 1969.9843
8.0 2.48 7.5 1506.846
8.0 2.48 8.0 1191.9257
8.0 2.48 8.5 964.1436
8.0 2.48 9.0 804.6622
8.0 2.48 9.5 677.9596
8.0 2.48 10.0 583.6827
8.0 2.48 10.5 508.9092
8.0 2.48 11.0 448.9079
8.0 2.58 7.0 2037.8014
8.0 2.58 7.5 1561.9923
8.0 2.58 8.0 1237.6458
8.0 2.58 8.5 1006.7748
8.0 2.58 9.0 836.8971
8.0 2.58 9.5 706.2787
8.0 2.58 10.0 607.7572
8.0 2.58 10.5 529.9779
8.0 2.58 11.0 467.7175
8.0 2.68 7.0 2107.9745
8.0 2.68 7.5 1618.2526
8.0 2.68 8.0 1282.9596
8.0 2.68 8.5 1041.108
8.0 2.68 9.0 870.1052
8.0 2.68 9.5 735.7922
8.0 2.68 10.0 633.4196
8.0 2.68 10.5 552.5529
8.0 2.68 11.0 487.4803
8.0 2.78 7.0 2175.3422
8.0 2.78 7.5 1674.4385
8.0 2.78 8.0 1330.4018
8.0 2.78 8.5 1085.0016
8.0 2.78 9.0 904.1117
8.0 2.78 9.5 762.2108
8.0 2.78 10.0 656.3259
8.0 2.78 10.5 574.6022
8.0 2.78 11.0 505.6665
8.0 2.88 7.0 2247.1626
8.0 2.88 7.5 1730.7291
8.0 2.88 8.0 1377.6213
8.0 2.88 8.5 1124.2878
8.0 2.88 9.0 937.3034
8.0 2.88 9.5 792.0941
8.0 2.88 10.0 682.4547
8.0 2.88 10.5 594.7606
8.0 2.88 11.0 525.6422
8.0 2.98 7.0 2318.5274
8.0 2.98 7.5 1789.1391
8.0 2.98 8.0 1424.5492
8.0 2.98 8.5 1164.6658
8.0 2.98 9.0 966.0534
8.0 2.98 9.5 820.9062
8.0 2.98 10.0 707.5944
8.0 2.98 10.5 618.6073
8.0 2.98 11.0 545.333
8.0 3.08 7.0 2390.5374
8.0 3.08 7.5 1846.3029
8.0 3.08 8.0 1472.621
8.0 3.08 8.5 1204.4547
8.0 3.08 9.0 1006.3398
8.0 3.08 9.5 850.7809
8.0 3.08 10.0 734.0312
8.0 3.08 10.5 640.8464
8.0 3.08 11.0 565.5791
8.0 3.18 7.0 2461.5513
8.0 3.18 7.5 1906.1395
8.0 3.18 8.0 1522.3847
8.0 3.18 8.5 1246.3749
8.0 3.18 9.0 1036.686
8.0 3.18 9.5 881.1779
8.0 3.18 10.0 760.0887
8.0 3.18 10.5 663.7928
8.0 3.18 11.0 585.8814
8.0 3.28 7.0 2536.741
8.0 3.28 7.5 1964.6854
8.0 3.28 8.0 1570.7573
8.0 3.28 8.5 1281.1057
8.0 3.28 9.0 1072.349
8.0 3.28 9.5 910.0558
8.0 3.28 10.0 785.4188
8.0 3.28 10.5 686.6682
8.0 3.28 11.0 606.0574
8.0 3.38 7.0 2611.4227
8.0 3.38 7.5 2024.9127
8.0 3.38 8.0 1621.7641
8.0 3.38 8.5 1322.6319
8.0 3.38 9.0 1107.5087
8.0 3.38 9.5 942.2262
8.0 3.38 10.0 813.3382
8.0 3.38 10.5 711.3046
8.0 3.38 11.0 627.4767
8.0 3.48 7.0 2687.5717
8.0 3.48 7.5 2085.7118
8.0 3.48 8.0 1671.1943
8.0 3.48 8.5 1363.9082
8.0 3.48 9.0 1142.4525
8.0 3.48 9.5 972.8448
8.0 3.48 10.0 839.8654
8.0 3.48 10.5 734.0698
8.0 3.48 11.0 648.4317
8.0 3.58 7.0 2763.7495
8.0 3.58 7.5 2147.8124
8.0 3.58 8.0 1710.8403
8.0 3.58 8.5 1403.1683
8.0 3.58 9.0 1177.2879
8.0 3.58 9.5 1003.5188
8.0 3.58 10.0 866.2022
8.0 3.58 10.5 756.9411
8.0 3.58 11.0 669.5038
8.0 3.68 7.0 2839.1456
8.0 3.68 7.5 2209.7423
8.0 3.68 8.0 1773.2542
8.0 3.68 8.5 1447.791
8.0 3.68 9.0 1214.141
8.0 3.68 9.5 1035.1776
8.0 3.68 10.0 894.4894
8.0 3.68 10.5 782.2552
8.0 3.68 11.0 691.2286
8.0 3.78 7.0 2917.7463
8.0 3.78 7.5 2274.0066
8.0 3.78 8.0 1814.6043
8.0 3.78 8.5 1493.671
8.0 3.78 9.0 1253.9709
8.0 3.78 9.5 1069.2436
8.0 3.78 10.0 924.0247
8.0 3.78 10.5 807.4365
8.0 3.78 11.0 713.2761
8.0 3.88 7.0 2996.6785
8.0 3.88 7.5 2337.3918
8.0 3.88 8.0 1879.5714
8.0 3.88 8.5 1537.3775
8.0 3.88 9.0 1290.6363
8.0 3.88 9.5 1099.7454
8.0 3.88 10.0 950.7932
8.0 3.88 10.5 831.4538
8.0 3.88 11.0 734.2897
8.0 3.98 7.0 3075.2838
8.0 3.98 7.5 2400.8837
8.0 3.98 8.0 1931.6964
8.0 3.98 8.5 1580.5295
8.0 3.98 9.0 1327.5624
8.0 3.98 9.5 1132.721
8.0 3.98 10.0 979.3902
8.0 3.98 10.5 856.5999
8.0 3.98 11.0 757.1096
8.2 1.98 7.0 1635.3334
8.2 1.98 7.5 1237.0482
8.2 1.98 8.0 969.432
8.2 1.98 8.5 782.1221
8.2 1.98 9.0 646.8718
8.2 1.98 9.5 543.7928
8.2 1.98 10.0 466.3205
8.2 1.98 10.5 406.1363
8.2 1.98 11.0 358.6482
8.2 2.08 7.0 1699.6049
8.2 2.08 7.5 1289.6218
8.2 2.08 8.0 1012.5077
8.2 2.08 8.5 818.0441
8.2 2.08 9.0 674.6015
8.2 2.08 9.5 569.3438
8.2 2.08 10.0 488.7918
8.2 2.08 10.5 426.1058
8.2 2.08 11.0 375.8261
8.2 2.18 7.0 1764.7528
8.2 2.18 7.5 1341.7631
8.2 2.18 8.0 1056.2163
8.2 2.18 8.5 854.9783
8.2 2.18 9.0 704.7879
8.2 2.18 9.5 596.5962
8.2 2.18 10.0 512.4319
8.2 2.18 10.5 445.5662
8.2 2.18 11.0 393.4391
8.2 2.28 7.0 1829.8091
8.2 2.28 7.5 1393.3621
8.2 2.28 8.0 1099.4708
8.2 2.28 8.5 891.0439
8.2 2.28 9.0 735.9023
8.2 2.28 9.5 622.0386
8.2 2.28 10.0 534.953
8.2 2.28 10.5 466.3797
8.2 2.28 11.0 410.5559
8.2 2.38 7.0 1895.4274
8.2 2.38 7.5 1446.969
8.2 2.38 8.0 1143.6925
8.2 2.38 8.5 928.508
8.2 2.38 9.0 770.9114
8.2 2.38 9.5 648.42
8.2 2.38 10.0 558.0231
8.2 2.38 10.5 486.6836
8.2 2.38 11.0 429.3452
8.2 2.48 7.0 1963.5749
8.2 2.48 7.5 1502.8536
8.2 2.48 8.0 1189.182
8.2 2.48 8.5 966.21
8.2 2.48 9.0 803.0906
8.2 2.48 9.5 676.4478
8.2 2.48 10.0 581.7613
8.2 2.48 10.5 508.2484
8.2 2.48 11.0 447.8691
8.2 2.58 7.0 2032.3685
8.2 2.58 7.5 1557.6962
8.2 2.58 8.0 1234.5845
8.2 2.58 8.5 1004.3198
8.2 2.58 9.0 836.072
8.2 2.58 9.5 704.3418
8.2 2.58 10.0 606.5117
8.2 2.58 10.5 528.7105
8.2 2.58 11.0 466.6127
8.2 2.68 7.0 2102.0425
8.2 2.68 7.5 1613.7569
8.2 2.68 8.0 1279.9103
8.2 2.68 8.5 1043.8238
8.2 2.68 9.0 868.3278
8.2 2.68 9.5 734.2514
8.2 2.68 10.0 632.1724
8.2 2.68 10.5 551.6167
8.2 2.68 11.0 486.8256
8.2 2.78 7.0 2168.7796
8.2 2.78 7.5 1670.3937
8.2 2.78 8.0 1327.4935
8.2 2.78 8.5 1082.6912
8.2 2.78 9.0 902.526
8.2 2.78 9.5 761.8924
8.2 2.78 10.0 656.2912
8.2 2.78 10.5 573.7387
8.2 2.78 11.0 505.4872
8.2 2.88 7.0 2240.4178
8.2 2.88 7.5 1725.8393
8.2 2.88 8.0 1374.1058
8.2 2.88 8.5 1122.2856
8.2 2.88 9.0 935.5863
8.2 2.88 9.5 790.7343
8.2 2.88 10.0 681.4475
8.2 2.88 10.5 594.3762
8.2 2.88 11.0 525.0822
8.2 2.98 7.0 2310.9904
8.2 2.98 7.5 1784.2831
8.2 2.98 8.0 1421.8657
8.2 2.98 8.5 1161.9499
8.2 2.98 9.0 963.214
8.2 2.98 9.5 819.2947
8.2 2.98 10.0 706.4339
8.2 2.98 10.5 618.0503
8.2 2.98 11.0 544.5954
8.2 3.08 7.0 2384.0763
8.2 3.08 7.5 1842.0278
8.2 3.08 8.0 1469.621
8.2 3.08 8.5 1202.6455
8.2 3.08 9.0 1004.403
8.2 3.08 9.5 849.8386
8.2 3.08 10.0 733.1566
8.2 3.08 10.5 640.4588
8.2 3.08 11.0 565.0938
8.2 3.18 7.0 2456.0365
8.2 3.18 7.5 1900.9693
8.2 3.18 8.0 1518.457
8.2 3.18 8.5 1244.3306
8.2 3.18 9.0 1034.9396
8.2 3.18 9.5 879.8327
8.2 3.18 10.0 758.6769
8.2 3.18 10.5 662.9359
8.2 3.18 11.0 585.1145
8.2 3.28 7.0 2529.9357
8.2 3.28 7.5 1960.5394
8.2 3.28 8.0 1567.9826
8.2 3.28 8.5 1285.1436
8.2 3.28 9.0 1070.3984
8.2 3.28 9.5 908.9696
8.2 3.28 10.0 784.324
8.2 3.28 10.5 685.7234
8.2 3.28 11.0 605.2971
8.2 3.38 7.0 2604.2833
8.2 3.38 7.5 2020.6558
8.2 3.38 8.0 1618.4222
8.2 3.38 8.5 1320.1845
8.2 3.38 9.0 1105.5179
8.2 3.38 9.5 940.3672
8.2 3.38 10.0 812.1985
8.2 3.38 10.5 710.3413
8.2 3.38 11.0 626.6826
8.2 3.48 7.0 2678.8714
8.2 3.48 7.5 2082.1173
8.2 3.48 8.0 1667.5128
8.2 3.48 8.5 1360.8706
8.2 3.48 9.0 1139.4543
8.2 3.48 9.5 971.0192
8.2 3.48 10.0 838.3755
8.2 3.48 10.5 733.2024
8.2 3.48 11.0 647.6832
8.2 3.58 7.0 2755.7266
8.2 3.58 7.5 2141.9285
8.2 3.58 8.0 1707.7845
8.2 3.58 8.5 1399.7296
8.2 3.58 9.0 1174.9095
8.2 3.58 9.5 1001.601
8.2 3.58 10.0 864.6206
8.2 3.58 10.5 755.6861
8.2 3.58 11.0 668.3945
8.2 3.68 7.0 2831.0654
8.2 3.68 7.5 2204.9546
8.2 3.68 8.0 1769.9987
8.2 3.68 8.5 1443.4258
8.2 3.68 9.0 1210.9766
8.2 3.68 9.5 1032.7303
8.2 3.68 10.0 892.8225
8.2 3.68 10.5 780.8792
8.2 3.68 11.0 689.9054
8.2 3.78 7.0 2908.9786
8.2 3.78 7.5 2267.6526
8.2 3.78 8.0 1821.7059
8.2 3.78 8.5 1490.2447
8.2 3.78 9.0 1251.1999
8.2 3.78 9.5 1067.0796
8.2 3.78 10.0 922.2729
8.2 3.78 10.5 806.0621
8.2 3.78 11.0 712.1325
8.2 3.88 7.0 2987.8132
8.2 3.88 7.5 2332.4716
8.2 3.88 8.0 1874.1227
8.2 3.88 8.5 1535.2663
8.2 3.88 9.0 1288.7702
8.2 3.88 9.5 1098.0571
8.2 3.88 10.0 949.6179
8.2 3.88 10.5 830.4509
8.2 3.88 11.0 733.5343
8.2 3.98 7.0 3066.8241
8.2 3.98 7.5 2395.2967
8.2 3.98 8.0 1927.5808
8.2 3.98 8.5 1576.764
8.2 3.98 9.0 1324.8669
8.2 3.98 9.5 1130.4123
8.2 3.98 10.0 977.1607
8.2 3.98 10.5 854.8575
8.2 3.98 11.0 755.6719
8.4 1.98 7.0 1630.4371
8.4 1.98 7.5 1234.5149
8.4 1.98 8.0 967.0476
8.4 1.98 8.5 781.176
8.4 1.98 9.0 646.0848
8.4 1.98 9.5 543.3822
8.4 1.98 10.0 466.7017
8.4 1.98 10.5 406.5164
8.4 1.98 11.0 358.5407
8.4 2.08 7.0 1695.0886
8.4 2.08 7.5 1286.1825
8.4 2.08 8.0 1010.477
8.4 2.08 8.5 816.9053
8.4 2.08 9.0 672.5989
8.4 2.08 9.5 567.6691
8.4 2.08 10.0 488.1336
8.4 2.08 10.5 425.8151
8.4 2.08 11.0 375.3572
8.4 2.18 7.0 1758.9158
8.4 2.18 7.5 1338.2441
8.4 2.18 8.0 1053.8723
8.4 2.18 8.5 853.1955
8.4 2.18 9.0 702.8127
8.4 2.18 9.5 595.4369
8.4 2.18 10.0 511.6749
8.4 2.18 10.5 445.1419
8.4 2.18 11.0 393.1868
8.4 2.28 7.0 1824.568
8.4 2.28 7.5 1390.9322
8.4 2.28 8.0 1096.2083
8.4 2.28 8.5 889.235
8.4 2.28 9.0 735.1095
8.4 2.28 9.5 620.9778
8.4 2.28 10.0 533.8207
8.4 2.28 10.5 465.7249
8.4 2.28 11.0 410.6454
8.4 2.38 7.0 1891.5552
8.4 2.38 7.5 1444.0682
8.4 2.38 8.0 1141.2507
8.4 2.38 8.5 926.3264
8.4 2.38 9.0 769.4695
8.4 2.38 9.5 647.6605
8.4 2.38 10.0 557.5279
8.4 2.38 10.5 486.4686
8.4 2.38 11.0 428.8124
8.4 2.48 7.0 1958.4272
8.4 2.48 7.5 1499.2244
8.4 2.48 8.0 1186.0941
8.4 2.48 8.5 964.4671
8.4 2.48 9.0 801.6496
8.4 2.48 9.5 675.512
8.4 2.48 10.0 581.6968
8.4 2.48 10.5 507.6521
8.4 2.48 11.0 447.4214
8.4 2.58 7.0 2028.1685
8.4 2.58 7.5 1553.7757
8.4 2.58 8.0 1232.3824
8.4 2.58 8.5 1002.4796
8.4 2.58 9.0 834.2993
8.4 2.58 9.5 704.6481
8.4 2.58 10.0 606.7986
8.4 2.58 10.5 529.1986
8.4 2.58 11.0 466.9005
8.4 2.68 7.0 2095.2389
8.4 2.68 7.5 1609.8987
8.4 2.68 8.0 1277.8674
8.4 2.68 8.5 1041.8703
8.4 2.68 9.0 867.099
8.4 2.68 9.5 732.1302
8.4 2.68 10.0 630.6966
8.4 2.68 10.5 550.384
8.4 2.68 11.0 485.4259
8.4 2.78 7.0 2163.881
8.4 2.78 7.5 1665.7065
8.4 2.78 8.0 1324.7251
8.4 2.78 8.5 1081.016
8.4 2.78 9.0 901.078
8.4 2.78 9.5 760.5095
8.4 2.78 10.0 655.3685
8.4 2.78 10.5 572.8963
8.4 2.78 11.0 504.8439
8.4 2.88 7.0 2234.9374
8.4 2.88 7.5 1722.2864
8.4 2.88 8.0 1371.8685
8.4 2.88 8.5 1119.8194
8.4 2.88 9.0 934.4958
8.4 2.88 9.5 789.7251
8.4 2.88 10.0 680.4294
8.4 2.88 10.5 593.6086
8.4 2.88 11.0 524.5198
8.4 2.98 7.0 2304.362
8.4 2.98 7.5 1779.7904
8.4 2.98 8.0 1418.5956
8.4 2.98 8.5 1159.8374
8.4 2.98 9.0 963.758
8.4 2.98 9.5 818.1006
8.4 2.98 10.0 705.6965
8.4 2.98 10.5 617.1469
8.4 2.98 11.0 543.8873
8.4 3.08 7.0 2378.6514
8.4 3.08 7.5 1837.8421
8.4 3.08 8.0 1466.6027
8.4 3.08 8.5 1200.3695
8.4 3.08 9.0 1002.8995
8.4 3.08 9.5 848.9907
8.4 3.08 10.0 732.4002
8.4 3.08 10.5 639.8106
8.4 3.08 11.0 564.5665
8.4 3.18 7.0 2449.1359
8.4 3.18 7.5 1896.0565
8.4 3.18 8.0 1515.3615
8.4 3.18 8.5 1242.0304
8.4 3.18 9.0 1033.5841
8.4 3.18 9.5 878.6699
8.4 3.18 10.0 757.7638
8.4 3.18 10.5 661.9908
8.4 3.18 11.0 584.5553
8.4 3.28 7.0 2523.3338
8.4 3.28 7.5 1957.4102
8.4 3.28 8.0 1563.549
8.4 3.28 8.5 1283.5302
8.4 3.28 9.0 1068.2669
8.4 3.28 9.5 907.6422
8.4 3.28 10.0 783.4047
8.4 3.28 10.5 685.4821
8.4 3.28 11.0 604.5283
8.4 3.38 7.0 2597.543
8.4 3.38 7.5 2016.3574
8.4 3.38 8.0 1614.6317
8.4 3.38 8.5 1317.0146
8.4 3.38 9.0 1102.7206
8.4 3.38 9.5 939.5518
8.4 3.38 10.0 811.1151
8.4 3.38 10.5 709.2885
8.4 3.38 11.0 626.2416
8.4 3.48 7.0 2671.4432
8.4 3.48 7.5 2076.8273
8.4 3.48 8.0 1652.2108
8.4 3.48 8.5 1358.054
8.4 3.48 9.0 1138.1953
8.4 3.48 9.5 969.6016
8.4 3.48 10.0 837.1394
8.4 3.48 10.5 732.4367
8.4 3.48 11.0 647.0795
8.4 3.58 7.0 2748.1313
8.4 3.58 7.5 2136.6568
8.4 3.58 8.0 1703.7504
8.4 3.58 8.5 1397.7939
8.4 3.58 9.0 1172.9945
8.4 3.58 9.5 1000.0675
8.4 3.58 10.0 863.4279
8.4 3.58 10.5 754.8192
8.4 3.58 11.0 667.6315
8.4 3.68 7.0 2824.1579
8.4 3.68 7.5 2200.7142
8.4 3.68 8.0 1766.7678
8.4 3.68 8.5 1440.8733
8.4 3.68 9.0 1209.1654
8.4 3.68 9.5 1031.2969
8.4 3.68 10.0 891.6166
8.4 3.68 10.5 779.6847
8.4 3.68 11.0 688.9656
8.4 3.78 7.0 2901.7609
8.4 3.78 7.5 2261.8926
8.4 3.78 8.0 1818.2268
8.4 3.78 8.5 1488.0822
8.4 3.78 9.0 1249.1378
8.4 3.78 9.5 1065.6114
8.4 3.78 10.0 921.1413
8.4 3.78 10.5 805.1007
8.4 3.78 11.0 711.4593
8.4 3.88 7.0 2981.3694
8.4 3.88 7.5 2327.2402
8.4 3.88 8.0 1872.6013
8.4 3.88 8.5 1532.7902
8.4 3.88 9.0 1286.7936
8.4 3.88 9.5 1096.9589
8.4 3.88 10.0 948.6477
8.4 3.88 10.5 829.5878
8.4 3.88 11.0 733.0822
8.4 3.98 7.0 3058.2576
8.4 3.98 7.5 2389.7265
8.4 3.98 8.0 1923.7885
8.4 3.98 8.5 1573.9185
8.4 3.98 9.0 1322.3867
8.4 3.98 9.5 1128.6031
8.4 3.98 10.0 975.5862
8.4 3.98 10.5 853.3483
8.4 3.98 11.0 754.5753
8.6 1.98 7.0 1625.7161
8.6 1.98 7.5 1230.856
8.6 1.98 8.0 965.5368
8.6 1.98 8.5 779.5483
8.6 1.98 9.0 640.7994
8.6 1.98 9.5 541.9576
8.6 1.98 10.0 465.8321
8.6 1.98 10.5 405.5731
8.6 1.98 11.0 357.8371
8.6 2.08 7.0 1689.6532
8.6 2.08 7.5 1283.0649
8.6 2.08 8.0 1008.1268
8.6 2.08 8.5 815.4722
8.6 2.08 9.0 675.3066
8.6 2.08 9.5 567.2809
8.6 2.08 10.0 487.7309
8.6 2.08 10.5 425.4079
8.6 2.08 11.0 374.722
8.6 2.18 7.0 1755.2156
8.6 2.18 7.5 1335.2836
8.6 2.18 8.0 1051.0275
8.6 2.18 8.5 851.9306
8.6 2.18 9.0 702.4818
8.6 2.18 9.5 594.9015
8.6 2.18 10.0 511.2939
8.6 2.18 10.5 444.9936
8.6 2.18 11.0 393.0841
8.6 2.28 7.0 1820.1655
8.6 2.28 7.5 1388.6437
8.6 2.28 8.0 1095.2893
8.6 2.28 8.5 887.6023
8.6 2.28 9.0 733.5794
8.6 2.28 9.5 620.6721
8.6 2.28 10.0 533.7796
8.6 2.28 10.5 465.5884
8.6 2.28 11.0 410.4729
8.6 2.38 7.0 1886.8513
8.6 2.38 7.5 1441.3154
8.6 2.38 8.0 1139.1949
8.6 2.38 8.5 924.6344
8.6 2.38 9.0 768.5168
8.6 2.38 9.5 647.0266
8.6 2.38 10.0 556.754
8.6 2.38 10.5 485.6002
8.6 2.38 11.0 428.469
8.6 2.48 7.0 1953.8155
8.6 2.48 7.5 1496.1311
8.6 2.48 8.0 1183.8295
8.6 2.48 8.5 962.7599
8.6 2.48 9.0 800.4568
8.6 2.48 9.5 674.0564
8.6 2.48 10.0 580.3222
8.6 2.48 10.5 506.9504
8.6 2.48 11.0 446.9124
8.6 2.58 7.0 2020.47
8.6 2.58 7.5 1550.7573
8.6 2.58 8.0 1228.9677
8.6 2.58 8.5 1000.5845
8.6 2.58 9.0 832.9001
8.6 2.58 9.5 703.0984
8.6 2.58 10.0 605.6507
8.6 2.58 10.5 528.2684
8.6 2.58 11.0 466.1563
8.6 2.68 7.0 2090.1792
8.6 2.68 7.5 1606.1379
8.6 2.68 8.0 1275.4766
8.6 2.68 8.5 1039.8877
8.6 2.68 9.0 865.7096
8.6 2.68 9.5 731.4422
8.6 2.68 10.0 630.0883
8.6 2.68 10.5 549.8161
8.6 2.68 11.0 485.1988
8.6 2.78 7.0 2158.8238
8.6 2.78 7.5 1661.2124
8.6 2.78 8.0 1322.6353
8.6 2.78 8.5 1078.4876
8.6 2.78 9.0 899.3649
8.6 2.78 9.5 759.7314
8.6 2.78 10.0 654.4341
8.6 2.78 10.5 571.0719
8.6 2.78 11.0 504.254
8.6 2.88 7.0 2229.2649
8.6 2.88 7.5 1718.3365
8.6 2.88 8.0 1368.8859
8.6 2.88 8.5 1117.9469
8.6 2.88 9.0 932.9561
8.6 2.88 9.5 788.2537
8.6 2.88 10.0 679.5328
8.6 2.88 10.5 592.7066
8.6 2.88 11.0 523.9337
8.6 2.98 7.0 2299.0059
8.6 2.98 7.5 1775.9881
8.6 2.98 8.0 1415.9823
8.6 2.98 8.5 1157.6271
